ResultMeasureValue,ActivityStartDate,hour,doy,MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,ProjectIdentifier,WVHT,WTMP,beach_angle,Water Level,DNI_1,WindDir,WindSpd,SLP,AirTemp,visibility,wet3,wet7,3T,7T,tide_gtm,tide_mean,awind,owind
20.0,2014-01-13,10,13,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.7,15.6,262.0,3.418,0,340.0,1.5,1026.3,21.1,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.5,0.3
87.0,2014-02-05,10,36,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,1.05,16.2,221.0,6.246,6429,80.0,1.5,1020.6,15.6,16000.0,1.0,1.0,2.5,2.8000000000000003,1,3.2487358259183208,-0.8999999999999999,-1.2000000000000002
10.0,2014-10-27,10,300,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,1.91,23.0,221.0,4.468,5462,90.0,0.0,1014.0,19.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,-0.0
10.0,2014-11-06,10,310,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.8,21.5,262.0,6.413,0,20.0,0.0,1021.0,25.0,14000.0,0.0,1.0,0.0,2.5,1,3.2487358259183208,0.0,-0.0
2.0,2014-08-05,10,217,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.09,24.1,239.0,2.555,2145,320.0,2.6,1017.3,22.8,16093.0,1.0,1.0,1.8,1.8,0,3.2487358259183208,2.6,0.52
56.0,2014-12-11,10,345,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.72,19.1,262.0,4.051,0,160.0,3.1,1016.4,17.8,9000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-3.1,-0.6200000000000001
10.0,2014-08-26,10,238,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,1.22,23.6,167.0,6.121,2493,290.0,2.1,1015.4,24.4,16093.0,0.0,1.0,0.0,0.3,1,3.2487358259183208,1.6800000000000002,-1.05
10.0,2014-09-02,10,245,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.91,23.8,262.0,2.624,1999,150.0,0.0,1011.3,23.3,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.0,-0.0
10.0,2014-04-08,10,98,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,1.05,17.8,15.0,3.595,248,310.0,3.1,1019.3,24.4,16093.0,0.0,1.0,0.0,7.9,1,3.2487358259183208,-2.79,1.2400000000000002
945.0,2014-09-30,10,273,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,0.93,22.9,167.0,0.009,1499,360.0,0.0,1011.5,22.8,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.0,-0.0
20.0,2014-10-21,10,294,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.32,23.5,264.0,2.798,0,100.0,0.0,1013.0,21.1,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.0,-0.0
10.0,2014-01-02,10,2,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,1.02,15.2,266.0,2.479,0,290.0,2.6,1019.4,17.2,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.04,2.3400000000000003
6.0,2014-12-09,10,343,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.11,19.0,264.0,6.118,93,60.0,2.6,1019.4,20.6,16000.0,0.0,1.0,0.0,27.4,1,3.2487358259183208,1.04,-2.3400000000000003
12.0,2014-02-11,10,42,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.64,16.5,268.0,2.286,295,300.0,4.1,1019.6,15.0,9000.0,0.0,1.0,0.0,6.1000000000000005,0,3.2487358259183208,2.05,3.28
20.0,2014-05-13,10,133,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.64,19.9,15.0,3.424,1233,60.0,3.1,1017.3,31.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.17,2.17
10.0,2014-08-25,10,237,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.17,23.5,262.0,2.073,1223,310.0,2.6,1013.6,23.9,16093.0,0.0,1.0,0.0,0.3,0,3.2487358259183208,1.82,1.82
6.0,2014-05-27,10,147,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.88,21.8,239.0,4.35,13938,270.0,2.6,1015.2,21.7,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.3,2.3400000000000003
120.0,2014-12-06,10,340,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.72,18.9,262.0,2.151,707,300.0,2.6,1023.8,18.9,8000.0,1.0,1.0,15.7,27.7,0,3.2487358259183208,1.56,2.08
30.0,2014-01-28,10,28,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.55,16.3,259.0,3.716,672,300.0,1.5,1020.8,14.4,6000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.0499999999999998,1.2000000000000002
160.0,2014-12-30,10,364,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.61,16.9,262.0,5.832,1359,260.0,7.7,1017.5,15.0,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,7.7
10.0,2014-07-17,10,198,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,0.92,22.8,266.0,1.807,4909,280.0,3.6,1017.6,23.3,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.7200000000000001,3.6
2.0,2014-07-15,10,196,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.87,22.0,259.0,5.701,3296,240.0,2.6,1018.3,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.78,2.3400000000000003
10.0,2014-07-30,10,211,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.27,23.8,221.0,2.119,1193,270.0,3.1,1015.0,24.4,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,2.4800000000000004,2.17
6.0,2014-07-08,10,189,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.31,24.9,259.0,4.222,2370,180.0,2.1,1014.9,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.1,0.42
137.0,2014-09-09,10,252,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,1.11,24.0,221.0,6.702,5759,240.0,1.5,1013.5,27.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.4499999999999999,1.35
10.0,2014-05-21,10,141,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.46,21.0,268.0,1.21,612,180.0,3.6,1016.5,18.3,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-3.6,0.0
10.0,2014-05-18,10,138,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.47,20.1,267.0,5.606,11296,210.0,5.1,1013.2,18.3,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-4.08,2.55
10.0,2014-02-18,10,49,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.8,16.8,268.0,1.912,1810,220.0,1.5,1018.8,16.1,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-1.0499999999999998,1.0499999999999998
2.0,2014-02-18,10,49,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.8,16.8,268.0,6.338,1810,220.0,1.5,1018.8,16.1,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.0499999999999998,1.0499999999999998
10.0,2014-09-24,10,267,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.81,24.1,262.0,2.102,3037,280.0,2.1,1013.2,24.4,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.63,2.1
2.0,2014-01-21,10,21,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.52,15.8,267.0,5.937,114,360.0,0.0,1021.4,18.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
10.0,2014-10-23,10,296,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.43,23.5,268.0,2.932,1222,290.0,2.1,1016.0,21.7,11265.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.8400000000000001,1.89
26.0,2014-12-18,10,352,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,2.06,18.3,259.0,1.584,2113,190.0,2.1,1023.4,15.6,16000.0,1.0,1.0,21.4,37.3,0,3.2487358259183208,-1.89,0.8400000000000001
4.0,2014-12-02,10,336,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.88,19.0,259.0,3.122,500,170.0,4.1,1016.1,19.4,9000.0,1.0,1.0,0.3,0.3,0,3.2487358259183208,-4.1,0.0
10.0,2014-10-01,10,274,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,0.84,22.9,167.0,5.383,481,150.0,1.5,1010.8,20.6,11265.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.4499999999999999,1.5
2.0,2014-03-18,10,77,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,2.55,19.3,264.0,6.79,1782,180.0,1.5,1012.0,17.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.5,0.15
10.0,2014-02-18,10,49,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,1.8,16.8,266.0,4.835,1810,220.0,1.5,1018.8,16.1,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.0499999999999998,1.0499999999999998
2.0,2014-05-06,10,126,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.79,19.9,267.0,3.25,11927,250.0,6.7,1014.3,16.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.01,6.7
2000.0,2014-12-21,10,355,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.58,18.0,259.0,0.672,0,30.0,2.1,1021.7,16.7,16000.0,0.0,1.0,0.0,21.4,0,3.2487358259183208,1.6800000000000002,-1.47
10.0,2014-11-24,10,328,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.3,19.6,262.0,6.341,60,10.0,0.0,1023.6,21.7,16000.0,0.0,1.0,0.0,1.1,1,3.2487358259183208,0.0,-0.0
2.0,2014-11-12,10,316,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.82,21.0,259.0,2.581,5368,320.0,2.1,1016.5,19.4,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.89,1.05
10.0,2014-07-16,10,197,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.65,22.2,262.0,0.009,2784,310.0,2.6,1018.2,23.3,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.82,1.82
10.0,2014-08-19,10,231,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.13,23.9,268.0,4.146,7384,180.0,4.1,1013.3,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-4.1,0.0
111.0,2014-06-03,10,154,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,1.01,22.9,258.0,0.659,8079,280.0,4.1,1012.8,21.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.64,3.69
10.0,2014-08-19,10,231,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,1.02,23.9,167.0,2.978,7384,180.0,4.1,1013.3,21.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.82,4.1
2.0,2014-04-29,10,119,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.77,19.2,267.0,3.811,899,250.0,1.5,1016.1,28.3,16093.0,0.0,1.0,0.0,4.4,1,3.2487358259183208,-0.4499999999999999,1.5
10.0,2014-06-02,10,153,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.96,22.9,262.0,1.882,9839,50.0,2.6,1012.1,21.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.3,-2.08
192.0,2014-10-08,10,281,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,1.16,22.8,15.0,5.613,2388,190.0,2.1,1011.7,23.9,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.21,-2.1
2000.0,2014-12-19,10,353,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.17,18.2,262.0,3.654,32,360.0,0.0,1024.1,17.2,16000.0,1.0,1.0,21.4,28.7,1,3.2487358259183208,0.0,-0.0
10.0,2014-05-18,10,138,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.47,20.1,268.0,2.174,11296,210.0,5.1,1013.2,18.3,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-4.08,2.55
10.0,2014-07-29,10,210,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,0.97,23.6,167.0,0.6,1310,300.0,3.6,1017.3,26.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,2.52,-2.52
10.0,2014-12-23,10,357,CABEACH_WQX-EH-010,32.5726652,-117.1332,CA068221,1.76,17.9,266.0,6.325,10,300.0,2.1,1018.6,20.0,16000.0,0.0,1.0,0.0,21.4,1,3.2487358259183208,1.26,1.6800000000000002
10.0,2014-10-29,10,302,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,0.83,22.7,167.0,6.413,193,290.0,2.1,1017.2,21.7,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.6800000000000002,-1.05
32.0,2014-02-11,10,42,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.64,16.5,259.0,6.899,295,300.0,4.1,1019.6,15.0,9000.0,0.0,1.0,0.0,6.1000000000000005,1,3.2487358259183208,2.87,3.28
20.0,2014-04-08,10,98,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,1.05,17.8,258.0,2.529,248,310.0,3.1,1019.3,24.4,16093.0,0.0,1.0,0.0,7.9,0,3.2487358259183208,2.4800000000000004,1.86
2.0,2014-07-08,10,189,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.31,24.9,239.0,4.858,2370,180.0,2.1,1014.9,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.89,1.05
10.0,2014-06-25,10,176,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.7,22.9,221.0,2.04,1061,190.0,2.6,1014.0,19.4,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-1.3,2.3400000000000003
111.0,2014-04-22,10,112,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.94,18.7,15.0,2.004,6852,210.0,1.5,1016.2,16.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.4499999999999999,-1.5
140.0,2014-10-07,10,280,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.52,23.0,268.0,1.21,1827,330.0,0.0,1012.2,26.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,0.0
22.0,2014-12-23,10,357,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.76,17.9,259.0,7.394,10,300.0,2.1,1018.6,20.0,16000.0,0.0,1.0,0.0,21.4,1,3.2487358259183208,1.47,1.6800000000000002
10.0,2014-08-06,10,218,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.0,23.7,262.0,4.094,2869,300.0,4.6,1017.9,22.8,16093.0,0.0,1.0,0.0,1.8,1,3.2487358259183208,2.76,3.68
238.0,2014-11-12,10,316,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.47,21.0,221.0,0.416,5368,320.0,2.1,1016.5,19.4,16000.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,2.1,-0.42
140.0,2014-10-09,10,282,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,0.86,22.7,259.0,4.3,429,230.0,2.1,1014.7,22.2,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.05,1.89
2.0,2014-06-17,10,168,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.14,21.0,259.0,3.907,5078,220.0,0.0,1014.8,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,0.0
31.0,2014-09-30,10,273,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.93,22.9,258.0,2.798,1499,360.0,0.0,1011.5,22.8,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,-0.0
2.0,2014-12-02,10,336,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,0.88,19.0,268.0,6.338,500,170.0,4.1,1016.1,19.4,9000.0,1.0,1.0,0.3,0.3,1,3.2487358259183208,-4.1,-0.41
2.0,2014-08-19,10,231,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.13,23.9,268.0,2.932,7384,180.0,4.1,1013.3,21.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-4.1,0.0
120.0,2014-12-21,10,355,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,1.58,18.0,239.0,4.031,0,30.0,2.1,1021.7,16.7,16000.0,0.0,1.0,0.0,21.4,1,3.2487358259183208,1.05,-1.89
31.0,2014-09-22,10,265,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.92,24.3,221.0,1.909,521,50.0,0.0,1015.8,22.8,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.0,-0.0
10.0,2014-05-07,10,127,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,2.25,19.1,262.0,2.85,12049,230.0,4.1,1016.1,16.7,12875.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-2.05,3.28
10.0,2014-09-10,10,253,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.11,24.1,268.0,4.179,3205,300.0,3.1,1012.8,26.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.55,2.4800000000000004
10.0,2014-04-08,10,98,CABEACH_WQX-EH-200,32.7147676,-117.22415,CA114913,1.05,17.8,167.0,2.361,248,310.0,3.1,1019.3,24.4,16093.0,0.0,1.0,0.0,7.9,0,3.2487358259183208,1.86,-2.4800000000000004
16.0,2014-12-30,10,364,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,0.8,16.9,259.0,4.576,1359,260.0,7.7,1017.5,15.0,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,7.7
10.0,2014-09-23,10,266,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.78,24.2,221.0,2.355,3090,300.0,3.1,1015.6,21.7,11265.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,3.1,0.6200000000000001
18.0,2014-12-10,10,344,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.47,19.1,262.0,2.246,0,200.0,1.5,1017.5,17.2,9000.0,0.0,1.0,0.0,15.7,0,3.2487358259183208,-1.35,0.75
2.0,2014-01-28,10,28,CABEACH_WQX-IB-060,32.5856785,-117.13304,CA134387,1.55,16.3,268.0,3.569,672,300.0,1.5,1020.8,14.4,6000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.75,1.2000000000000002
2.0,2014-09-16,10,259,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.28,25.0,259.0,3.641,6039,300.0,2.6,1008.4,29.4,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.82,2.08
48.0,2014-01-14,10,14,CABEACH_WQX-EH-310,32.8475,-117.2782,CA273334,0.78,15.4,19.0,2.478,0,330.0,0.0,1025.7,21.1,16000.0,0.0,0.0,0.0,0.0,0,2.88932899840292,-0.0,0.0
10.0,2014-07-22,10,203,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.74,22.7,15.0,6.856,1130,320.0,3.6,1018.3,22.8,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.8800000000000003,2.16
10.0,2014-09-24,10,267,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.81,24.1,221.0,1.131,3037,280.0,2.1,1013.2,24.4,14484.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.89,1.05
10.0,2014-06-10,10,161,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.54,21.0,15.0,1.433,1632,210.0,3.6,1010.8,18.9,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-1.08,-3.6
2.0,2014-09-30,10,273,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.14,22.9,259.0,4.589,1499,360.0,0.0,1011.5,22.8,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
10.0,2014-12-29,10,363,CABEACH_WQX-MB-060,32.7884,-117.2096,CA891580,0.45,17.1,221.0,5.951,1915,130.0,0.0,1021.8,14.4,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,-0.0
2.0,2014-05-13,10,133,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.01,19.9,264.0,2.489,1233,60.0,3.1,1017.3,31.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.2400000000000002,-2.79
10.0,2014-05-14,10,134,CABEACH_WQX-IB-030,32.555139,-117.12932,CA104746,0.83,20.2,239.0,2.207,707,270.0,2.1,1015.9,31.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.05,1.89
10.0,2014-02-26,10,57,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.66,17.5,268.0,7.296,8260,130.0,3.6,1018.7,18.3,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-2.52,-2.52
10.0,2014-10-10,10,283,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,0.71,23.0,264.0,5.714,708,360.0,0.0,1016.0,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,-0.0
2.0,2014-10-28,10,301,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.49,22.9,267.0,4.848,0,290.0,0.0,1016.8,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
137.0,2014-12-14,10,348,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,2.84,18.9,268.0,4.914,38,130.0,0.0,1021.0,15.0,16000.0,1.0,1.0,15.9,15.9,1,3.2487358259183208,-0.0,-0.0
10.0,2014-09-17,10,260,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.37,25.1,268.0,7.463,3712,290.0,3.1,1007.8,28.9,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2400000000000002,2.79
10.0,2014-04-09,10,99,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.96,17.9,268.0,6.502,61,290.0,2.1,1016.8,22.8,16093.0,0.0,1.0,0.0,2.3,1,3.2487358259183208,0.8400000000000001,1.89
2.0,2014-10-28,10,301,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.49,22.9,259.0,2.286,0,290.0,0.0,1016.8,21.1,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,0.0
800.0,2014-12-20,10,354,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.04,18.1,262.0,4.832,298,50.0,0.0,1023.5,15.0,16000.0,0.0,1.0,0.0,21.4,1,3.2487358259183208,0.0,-0.0
2.0,2014-06-03,10,154,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.32,22.9,264.0,4.576,8079,280.0,4.1,1012.8,21.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,1.2299999999999998,4.1
10.0,2014-04-30,10,120,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.31,18.9,268.0,7.141,722,40.0,8.2,1015.4,29.4,16093.0,0.0,1.0,0.0,4.4,1,3.2487358259183208,5.739999999999999,-5.739999999999999
10.0,2014-05-01,10,121,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.88,18.6,262.0,3.021,980,70.0,6.7,1016.8,30.0,16093.0,0.0,1.0,0.0,4.4,0,3.2487358259183208,1.34,-6.7
42.0,2014-07-29,10,210,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.72,23.6,258.0,5.488,1310,300.0,3.6,1017.3,26.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,2.52,2.52
640.0,2014-10-07,10,280,CABEACH_WQX-IB-040,32.562869,-117.13259,CA104746,1.52,23.0,259.0,3.496,1827,330.0,0.0,1012.2,26.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,0.0
20.0,2014-10-14,10,287,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.96,23.4,15.0,2.627,805,160.0,0.0,1016.4,21.7,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,0.0,-0.0
400.0,2014-12-03,10,337,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,0.97,18.9,262.0,1.0,40,190.0,0.0,1016.4,18.3,6000.0,1.0,1.0,12.0,12.0,0,3.2487358259183208,-0.0,0.0
2.0,2014-04-01,10,91,CABEACH_WQX-IB-010,32.53595,-117.1243,CA809706,1.23,18.6,264.0,4.218,10410,350.0,5.7,1017.4,14.4,11265.0,1.0,1.0,1.3,2.1,1,3.2487358259183208,5.7,0.5700000000000001
384.0,2014-09-10,10,253,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.99,24.1,258.0,2.873,3205,300.0,3.1,1012.8,26.3,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,2.17,2.17
238.0,2014-08-26,10,238,CABEACH_WQX-MB-053,32.784102,-117.20933,CA246103,0.27,23.6,258.0,1.623,2493,290.0,2.1,1015.4,24.4,16093.0,0.0,1.0,0.0,0.3,0,3.2487358259183208,1.05,1.6800000000000002
10.0,2014-11-17,10,321,CABEACH_WQX-FM-010,32.7561,-117.25357,CA316627,1.0,20.7,262.0,5.17,1680,220.0,2.1,1021.1,19.4,16000.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-1.47,1.47
10.0,2014-07-31,10,212,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,1.07,23.9,268.0,2.037,4934,300.0,3.1,1013.7,25.0,16093.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,1.55,2.4800000000000004
4.0,2014-10-21,10,294,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.32,23.5,259.0,6.863,0,100.0,0.0,1013.0,21.1,14484.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,-0.0
4.0,2014-04-15,10,105,CABEACH_WQX-IB-020,32.5434095,-117.12522,CA809706,1.03,17.9,259.0,2.798,496,240.0,1.5,1015.2,16.7,9656.0,0.0,0.0,0.0,0.0,0,3.2487358259183208,-0.4499999999999999,1.35
10.0,2014-08-26,10,238,CABEACH_WQX-MB-205,32.77605,-117.2382,CA211999,0.27,23.6,15.0,0.872,2493,290.0,2.1,1015.4,24.4,16093.0,0.0,1.0,0.0,0.3,0,3.2487358259183208,-2.1,0.21
2.0,2014-09-02,10,245,CABEACH_WQX-IB-050,32.5665772,-117.1332,CA068221,1.15,23.8,267.0,4.304,1999,150.0,0.0,1011.3,23.3,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,-0.0,-0.0
10.0,2014-05-14,10,134,CABEACH_WQX-EH-030,32.57875,-117.13318,CA432983,0.83,20.2,268.0,5.547,707,270.0,2.1,1015.9,31.1,16093.0,0.0,0.0,0.0,0.0,1,3.2487358259183208,0.0,2.1
